,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
149,8598,5012,2084,2599,11108,2478,4626,1295,2781,3571,10548,11132,8741,2065,6525
150,4143,8430,28,1988,3330,3765,27,1847,2768,7409,10130,5641,8660,8037,25
151,3572,57,621,4812,3042,5112,10444,3642,12,7142,8269,13178,10555,10804,2636
152,4748,8864,2083,5026,11665,5411,7994,7015,7770,3589,5646,7528,1170,1933,6230
153,3699,3186,1201,13002,13366,12590,7145,8036,9314,12981,3558,8748,9564,4128,25
154,5982,4719,9048,8103,3087,11769,1558,11196,8097,9476,8754,11349,10527,924,4633
155,11252,6930,568,4040,1530,8076,6092,2816,5566,3389,731,2350,8439,1207,6819
156,5788,13541,8079,11953,6397,9464,11543,9749,1308,11176,2755,1583,6012,5664,3538
157,5168,2350,5581,5651,159,5169,2816,11252,8439,7046,6092,2981,6298,4832,6819
158,717,7720,10921,12352,6190,7153,7832,7125,11558,1559,581,10316,10464,4736,3928
159,2350,7046,6092,5168,5651,7061,2981,11192,5169,6298,9325,11252,7059,6819,11190
160,9191,9917,8508,13528,3483,2915,2153,6759,3642,8133,9060,12,841,9595,9041
161,6843,6881,8753,2040,2442,8022,10941,7130,9401,5043,7063,9777,11974,12513,7861
162,5591,6361,4122,5465,11571,4273,6726,3420,12901,727,4902,2662,5581,568,3530
163,709,5048,3577,3578,12925,10254,7050,1068,5847,5849,12934,9213,2565,10901,11075
164,3326,2103,9930,10730,11103,13213,8902,11825,8688,10920,1317,4579,5570,12008,951
165,8238,12675,4368,11111,7085,4949,8158,12574,4671,3573,3567,11381,6660,6228,5336
166,2198,11514,11041,3503,7011,2919,3630,12301,11139,1416,6762,1415,7312,13095,455
167,168,8697,10800,6749,8630,866,282,9024,12679,7768,10428,7862,9074,4610,3295
168,167,6749,9183,2559,6051,10861,800,6380,1291,5759,12394,9074,4610,12314,8643
169,9029,50,3268,2700,7930,3132,7757,2539,2606,781,7658,8939,8474,3452,6077
170,2606,4363,2642,6689,3205,2198,9093,12461,2700,5498,681,12217,6598,11938,9029
171,12217,7346,1967,2669,3028,7302,12,9191,9695,12461,12107,6422,3242,2915,3449
172,7280,8644,4774,1557,11808,6582,8710,9967,11292,1309,9034,12269,2970,6856,5872
173,8701,7935,2231,12710,7294,755,10103,8766,9062,9170,2968,1573,2867,11914,12514
174,6911,13071,9637,2128,10219,173,6979,6525,9756,4767,444,11914,8191,4240,8992
175,1198,2615,3494,11544,3825,2331,3965,11645,4902,13290,5336,6361,3698,1002,8202
176,965,8369,3626,9072,1622,10602,11596,5026,10900,8508,1505,9918,13048,10226,12504
177,6167,12189,1895,4226,6218,13335,9035,13490,10548,8287,2965,10669,13360,13234,9217
178,5397,9327,11420,11002,3702,11325,12382,13154,11100,504,103,11889,10429,6134,13379
179,12396,13240,8587,9170,9281,10106,11308,5397,9480,8211,7531,10784,13539,9414,13271
180,631,2959,5712,10989,7321,5537,13531,7934,2811,2008,8686,10559,10030,9105,7399
181,7644,13260,2200,10443,98,623,11735,11860,1298,10615,1962,2225,8378,8519,2799
182,11768,7384,13367,2576,3253,2557,3271,12849,970,3867,9225,3849,5867,1480,2443
183,629,8895,12329,12349,11014,1854,5461,4370,7526,5322,8747,9484,8021,7915,10554
184,5970,3441,3907,8031,13521,12361,2460,663,3461,12113,6611,12529,1889,6602,4841
185,11807,2621,4034,805,5460,3213,12380,8242,9533,13443,592,12529,2305,10019,13052
186,4423,9104,11487,2424,2419,2412,2661,10857,8584,3946,8850,11115,7831,2411,206
187,11975,6085,12023,9807,9608,8338,4803,5201,3288,6083,6868,6384,920,5451,6652
188,8293,11263,6380,6532,7883,9024,2230,12077,2937,9357,4346,9562,7531,8279,4189
189,10045,2428,13290,1002,5960,2423,11169,7471,2424,2427,2419,3946,4235,481,8059
190,648,2893,877,8631,1079,6062,7289,12032,4615,12181,11570,6381,522,7470,11263
191,1507,5566,9556,3699,484,4492,7145,1201,2,8748,6107,4128,9804,8961,3558
192,3701,5323,716,8998,705,9869,1861,5314,9889,4865,10281,5514,3174,2803,1274
193,13528,7616,11701,9010,2694,1661,13370,4039,13212,616,4260,10926,8379,13312,7708
194,6092,9424,6819,6615,1207,11192,5169,7061,4083,2350,568,6298,2816,731,5591
195,4139,1817,5517,7192,8934,10293,6312,6038,5515,5521,4078,9255,8291,10028,10288
196,11582,846,12634,11219,1045,3651,3226,6401,12484,10006,185,10108,10292,11884,854
197,1858,6786,10287,4077,692,3333,9889,9346,5507,4453,8998,1853,6905,2511,1828
198,6738,9841,1883,11520,1940,4902,2262,7508,12665,5981,7041,3063,8039,11404,6362
199,5232,12102,6378,2167,727,4995,3389,7026,8330,962,6814,10086,271,12562,4155
200,2424,2428,8059,3946,2419,12573,5390,2412,9104,2404,551,11115,4235,2423,9971
201,12226,8295,13405,6915,5142,7298,4446,5226,2603,9359,3846,11612,606,1949,2543
202,2423,6814,210,2428,2427,2426,8059,12564,2424,8452,6105,6730,2411,2404,2412
203,1100,8355,12937,5527,856,3582,6117,10905,4321,5201,9343,6368,5539,255,11572
204,12981,12237,436,11409,7366,7405,13386,4940,3699,11408,4326,1134,7145,2207,13022
205,7450,259,2963,304,10705,1673,835,6791,7664,2986,12723,8626,2049,5460,2305
206,2411,2412,2419,2424,2428,9104,2427,10798,2075,2423,8059,200,8584,6814,481
207,2425,1883,2407,2420,2424,9038,5508,198,7562,8059,2428,2427,6294,7951,12595
208,7952,44,6362,12968,3350,1883,2902,9007,1529,5566,7562,5921,11520,4623,4902
209,13073,8330,11179,12953,10740,2567,5921,1954,459,12138,10052,11363,13124,12032,80
210,12564,2423,6105,2421,3530,11169,2427,3403,9038,6814,8059,9925,2428,2426,7471
211,7084,7179,4543,4713,2169,833,6775,8754,7399,924,11192,5982,9325,9947,11190
212,1883,1940,5698,4277,7952,198,7951,12665,5926,275,7041,6738,5981,11520,4130
213,6362,12967,11363,4095,8749,44,484,7285,11486,4190,6560,4902,5566,6738,6785
214,11065,608,7392,4088,7686,5949,11850,7735,6137,7473,3745,3685,7568,5149,1503
215,9556,6337,9947,480,8103,6125,4095,7724,11192,1558,6089,4543,484,4057,1369
216,5232,8427,2437,6378,13290,2578,4139,5515,11571,1723,3070,8037,962,4492,8638
217,9365,6583,6470,5506,8425,8651,4351,2312,3617,9463,2988,5879,4493,6658,456
218,8970,10169,3618,11557,6658,2998,12473,576,726,10343,6684,11813,702,7716,741
219,5916,4207,7197,2803,2759,5521,1853,6161,1425,331,4864,2273,12968,6904,2608
220,7800,9578,10957,11932,3258,11093,489,7907,8843,7570,7470,794,11015,12862,881
221,4902,962,12968,7562,8303,1883,8330,4277,7076,10912,6381,7563,3704,11179,4132
222,4357,10752,10858,2310,7179,6813,7602,78,7822,484,1750,1827,11419,5730,6307
223,976,7326,9411,2909,5823,11308,2356,10702,7205,3297,12486,1624,13375,8476,9277
224,11271,12695,289,6915,3204,1123,8295,8479,11356,1677,1786,13405,10371,13460,6581
225,3181,6536,66,3609,10264,9917,9122,5587,13368,11034,1648,8604,1568,6130,13344
226,12097,476,7842,9734,2850,1233,7995,5434,7157,8807,7584,9990,3265,169,12033
227,675,7254,7757,12961,6598,4098,11326,2558,10461,3718,4377,3841,7623,13501,9494
228,3964,2536,8657,10199,6153,2765,10517,9358,2988,6822,9958,4604,1213,6628,11910
229,1197,3217,6400,3237,3169,509,2391,12072,5547,4194,4669,8110,5767,370,4328
230,10147,5591,9556,4057,8670,2797,5566,7401,6930,6298,4492,9804,3786,7061,3698
231,2055,865,13177,12217,11083,5621,9299,11052,8535,12232,11241,9187,11464,467,8200
232,199,6622,5232,9924,6378,11488,10994,1261,9242,5317,8106,3184,10170,7074,8037
233,4543,11192,4083,2168,6092,7046,5651,5169,10145,568,11190,6089,9325,7084,5168
234,6711,5849,7386,9308,11020,11941,4595,2992,4899,7398,12546,8280,8234,10106,3046
